tree_id;tree_code;genus;species;dbh;ht;longitude;latitude
1921;Val_1921;Olea;europaea L.;466;0;0.22930;40.51370
1922;Val_1922;Olea;europaea L.;390;0;0.22940;40.51368
1923;Val_1923;Olea;europaea L.;450;0;0.22939;40.51344
1924;Val_1924;Olea;europaea L.;413;0;0.22891;40.51366
1925;Val_1925;Olea;europaea L.;408;0;0.24275;40.51925
1926;Val_1926;Olea;europaea L.;395;0;0.24324;40.51894
1927;Val_1927;Olea;europaea L.;525;0;0.24355;40.51784
1928;Val_1928;Olea;europaea L.;404;0;0.24245;40.51709
1929;Val_1929;Olea;europaea L.;455;0;0.24165;40.51676
1930;Val_1930;Olea;europaea L.;601;0;0.24130;40.51670
1931;Val_1931;Olea;europaea L.;510;0;0.24121;40.51651
1932;Val_1932;Olea;europaea L.;460;0;0.24067;40.51561
1933;Val_1933;Olea;europaea L.;410;0;0.23801;40.51613
1934;Val_1934;Olea;europaea L.;425;0;0.23702;40.51726
1935;Val_1935;Olea;europaea L.;645;0;0.23661;40.51678
1936;Val_1936;Olea;europaea L.;496;0;0.23638;40.51662
1937;Val_1937;Olea;europaea L.;631;4;0.23645;40.51676
1938;Val_1938;Olea;europaea L.;530;0;0.23635;40.51689
1939;Val_1939;Olea;europaea L.;525;0;0.23482;40.51584
1940;Val_1940;Olea;europaea L.;487;0;0.23485;40.51572
1941;Val_1941;Olea;europaea L.;510;0;0.23513;40.51579
1942;Val_1942;Olea;europaea L.;490;0;0.23510;40.51586
1943;Val_1943;Olea;europaea L.;745;3.5;0.23649;40.51672
1944;Val_1944;Populus;nigra L.;337;28.6;0.07363;40.25572
1945;Val_1945;Olea;europaea L.;413;5.1;0.07836;40.26431
1946;Val_1946;Olea;europaea L.;448;12.2;0.23482;40.48138
1947;Val_1947;Platanus;hispanica M�nchh.;387;27.8;-0.88309;38.80820
1948;Val_1948;Olea;europaea L.;410;5;0.15407;40.42472
1949;Val_1949;Olea;europaea L.;570;5;0.14476;40.42695
1950;Val_1950;Olea;europaea L.;395;0;0.14312;40.42733
1951;Val_1951;Olea;europaea L.;435;0;0.14401;40.42859
1952;Val_1952;Olea;europaea L.;410;0;0.14420;40.42863
1953;Val_1953;Olea;europaea L.;410;0;0.14428;40.42889
1954;Val_1954;Olea;europaea L.;460;0;0.14437;40.42900
1955;Val_1955;Olea;europaea L.;440;0;0.14437;40.42923
1956;Val_1956;Olea;europaea L.;440;0;0.14478;40.42936
1957;Val_1957;Olea;europaea L.;430;0;0.14490;40.42966
1958;Val_1958;Olea;europaea L.;390;0;0.14489;40.42928
1959;Val_1959;Olea;europaea L.;440;0;0.14646;40.42882
1960;Val_1960;Olea;europaea L.;560;0;0.14692;40.42913
1961;Val_1961;Olea;europaea L.;440;0;0.14662;40.42928
1962;Val_1962;Olea;europaea L.;420;0;0.14686;40.42949
1963;Val_1963;Olea;europaea L.;428;0;0.14617;40.43243
1964;Val_1964;Olea;europaea L.;419;0;0.14539;40.43308
1965;Val_1965;Olea;europaea L.;419;0;0.14437;40.43166
1966;Val_1966;Olea;europaea L.;451;0;0.14346;40.43114
1967;Val_1967;Olea;europaea L.;413;0;0.15059;40.43113
1968;Val_1968;Olea;europaea L.;393;0;0.15069;40.43096
1969;Val_1969;Olea;europaea L.;388;0;0.15135;40.43120
1970;Val_1970;Olea;europaea L.;486;0;0.14980;40.43327
1971;Val_1971;Olea;europaea L.;476;0;0.14718;40.43435
1972;Val_1972;Olea;europaea L.;394;0;0.15052;40.44132
1973;Val_1973;Olea;europaea L.;390;0;0.15237;40.45884
1974;Val_1974;Olea;europaea L.;452;0;0.14870;40.45863
1975;Val_1975;Olea;europaea L.;554;0;0.14888;40.45881
1976;Val_1976;Olea;europaea L.;533;0;0.14873;40.45880
1977;Val_1977;Olea;europaea L.;407;0;0.14860;40.45892
1978;Val_1978;Olea;europaea L.;543;0;0.14817;40.45891
1979;Val_1979;Olea;europaea L.;414;0;0.14906;40.45878
1980;Val_1980;Olea;europaea L.;434;0;0.14663;40.45904
1981;Val_1981;Olea;europaea L.;424;0;0.14672;40.45926
1982;Val_1982;Olea;europaea L.;457;0;0.14628;40.45871
1983;Val_1983;Olea;europaea L.;395;0;0.14642;40.45893
1984;Val_1984;Olea;europaea L.;388;0;0.15036;40.46002
1985;Val_1985;Olea;europaea L.;425;0;0.15192;40.46449
1986;Val_1986;Olea;europaea L.;399;0;0.15225;40.46517
1987;Val_1987;Olea;europaea L.;408;0;0.15042;40.46545
1988;Val_1988;Olea;europaea L.;469;0;0.14921;40.46563
1989;Val_1989;Olea;europaea L.;436;0;0.15295;40.46645
1990;Val_1990;Olea;europaea L.;390;0;0.15281;40.46636
1991;Val_1991;Olea;europaea L.;428;0;0.15271;40.46608
1992;Val_1992;Olea;europaea L.;407;0;0.15412;40.46620
1993;Val_1993;Olea;europaea L.;402;0;0.15354;40.46540
1994;Val_1994;Olea;europaea L.;429;0;0.15420;40.46498
1995;Val_1995;Olea;europaea L.;407;0;0.15298;40.46787
1996;Val_1996;Olea;europaea L.;481;0;0.15291;40.46776
1997;Val_1997;Olea;europaea L.;483;0;0.15326;40.46842
1998;Val_1998;Olea;europaea L.;433;0;0.15585;40.46989
1999;Val_1999;Olea;europaea L.;436;0;0.15630;40.47022
2000;Val_2000;Olea;europaea L.;448;0;0.15829;40.47066
2001;Val_2001;Olea;europaea L.;388;0;0.15583;40.47198
2002;Val_2002;Olea;europaea L.;415;0;0.15629;40.47305
2003;Val_2003;Olea;europaea L.;431;0;0.15647;40.47308
2004;Val_2004;Olea;europaea L.;405;0;0.15666;40.47294
2005;Val_2005;Olea;europaea L.;397;0;0.15717;40.47298
2006;Val_2006;Olea;europaea L.;400;0;0.15706;40.47251
2007;Val_2007;Olea;europaea L.;407;0;0.15655;40.47389
2008;Val_2008;Olea;europaea L.;645;6.5;0.15670;40.47402
2009;Val_2009;Olea;europaea L.;464;0;0.16160;40.47389
2010;Val_2010;Olea;europaea L.;514;0;0.16174;40.47391
2011;Val_2011;Olea;europaea L.;465;0;0.16052;40.47446
2012;Val_2012;Olea;europaea L.;418;0;0.15951;40.47467
2013;Val_2013;Olea;europaea L.;406;0;0.15965;40.47461
2014;Val_2014;Olea;europaea L.;388;0;0.15906;40.47491
2015;Val_2015;Olea;europaea L.;609;0;0.15902;40.47473
2016;Val_2016;Olea;europaea L.;475;0;0.15860;40.47555
2017;Val_2017;Olea;europaea L.;421;0;0.15875;40.47579
2018;Val_2018;Olea;europaea L.;405;0;0.15951;40.47563
2019;Val_2019;Olea;europaea L.;402;0;0.15975;40.47604
2020;Val_2020;Olea;europaea L.;404;0;0.16472;40.47709
2021;Val_2021;Olea;europaea L.;425;0;0.16413;40.47713
2022;Val_2022;Olea;europaea L.;458;0;0.16381;40.47695
2023;Val_2023;Olea;europaea L.;515;0;0.16347;40.47696
2024;Val_2024;Olea;europaea L.;484;0;0.16337;40.47691
2025;Val_2025;Olea;europaea L.;469;0;0.16321;40.47684
2026;Val_2026;Olea;europaea L.;414;0;0.16326;40.47665
2027;Val_2027;Olea;europaea L.;500;0;0.16327;40.47650
2028;Val_2028;Olea;europaea L.;426;0;0.16370;40.47685
2029;Val_2029;Olea;europaea L.;388;0;0.16351;40.47681
2030;Val_2030;Olea;europaea L.;427;0;0.16589;40.47804
2031;Val_2031;Olea;europaea L.;452;0;0.21612;40.50581
2032;Val_2032;Olea;europaea L.;417;0;0.29248;40.52136
2033;Val_2033;Olea;europaea L.;646;0;0.29247;40.52126
2034;Val_2034;Olea;europaea L.;458;0;0.29232;40.52110
2035;Val_2035;Olea;europaea L.;489;0;0.29216;40.52097
2036;Val_2036;Olea;europaea L.;491;0;0.29206;40.52038
2037;Val_2037;Olea;europaea L.;397;0;0.27624;40.52836
2038;Val_2038;Olea;europaea L.;392;0;0.27640;40.52866
2039;Val_2039;Olea;europaea L.;768;0;0.27752;40.52916
2040;Val_2040;Olea;europaea L.;446;0;0.27755;40.52949
2041;Val_2041;Olea;europaea L.;466;0;0.27814;40.52953
2042;Val_2042;Olea;europaea L.;461;0;0.27831;40.52948
2043;Val_2043;Olea;europaea L.;428;0;0.27806;40.52962
2044;Val_2044;Olea;europaea L.;425;0;0.27792;40.52966
2045;Val_2045;Olea;europaea L.;480;0;0.27749;40.52897
2046;Val_2046;Olea;europaea L.;558;0;0.27708;40.52838
2047;Val_2047;Olea;europaea L.;499;0;0.27700;40.52811
2048;Val_2048;Olea;europaea L.;404;0;0.27580;40.52843
2049;Val_2049;Olea;europaea L.;450;0;0.27599;40.52914
2050;Val_2050;Olea;europaea L.;597;0;0.27592;40.52802
2051;Val_2051;Olea;europaea L.;507;0;0.27558;40.52793
2052;Val_2052;Olea;europaea L.;421;0;0.27565;40.52776
2053;Val_2053;Olea;europaea L.;478;0;0.25230;40.52086
2054;Val_2054;Olea;europaea L.;389;0;0.25159;40.52004
2055;Val_2055;Olea;europaea L.;409;0;0.25123;40.51963
2056;Val_2056;Olea;europaea L.;398;0;0.25264;40.52012
2057;Val_2057;Olea;europaea L.;423;0;0.25323;40.51954
2058;Val_2058;Olea;europaea L.;389;0;0.25171;40.51953
2059;Val_2059;Olea;europaea L.;397;0;0.25233;40.52068
2060;Val_2060;Araucaria;heterophylla (Salisbury);378;30.6;-0.36018;39.16252
2061;Val_2061;Phoenix;dactylifera L.;0;21.8;-0.36036;39.16280
2062;Val_2062;Phoenix;dactylifera L.;0;20.4;-0.36027;39.16280
2063;Val_2063;Phoenix;dactylifera L.;177;17.2;-0.57803;39.47680
2064;Val_2064;Olea;europaea L.;390;0;-0.59500;39.52668
2065;Val_2065;Olea;europaea L.;404;0;-0.59494;39.52691
2066;Val_2066;Eucalyptus;camaldulensis Dehnh.;393;24.8;0.00091;38.86654
2067;Val_2067;Olea;europaea L.;625;3;-0.03727;40.17980
2068;Val_2068;Olea;europaea L.;391;0;-0.00388;40.11188
2069;Val_2069;Olea;europaea L.;616;8;-0.00424;40.11187
2070;Val_2070;Olea;europaea L.;568;8.1;-0.00451;40.11111
2071;Val_2071;Olea;europaea L.;484;10.1;-0.33821;39.51284
2072;Val_2072;Taxus;baccata L.;370;0;-0.49902;38.77351
2073;Val_2073;Taxus;baccata L.;259;0;-0.49849;38.77332
2074;Val_2074;Juniperus;thurifera L.;380;0;-1.09939;39.96053
2075;Val_2075;Olea;europaea L.;447;7.8;-0.50461;39.19909
2076;Val_2076;Phoenix;dactylifera L.;113;16.7;-0.15579;38.53438
2077;Val_2077;Washingtonia;robusta H.;120;20.1;-0.94471;38.08198
2078;Val_2078;Washingtonia;robusta H.;120;19.6;-0.94472;38.08198
2079;Val_2079;Washingtonia;robusta H.;123;20.2;-0.94467;38.08198
2080;Val_2080;Washingtonia;robusta H.;120;19.3;-0.94465;38.08204
2081;Val_2081;Washingtonia;robusta H.;147;20.1;-0.94537;38.08300
2082;Val_2082;;;394;22.3;-0.38626;39.47821
2083;Val_2083;Washingtonia;filifera (Linden;263;13.1;-0.50723;39.87462
2084;Val_2084;Phoenix;canariensis Chabaud;0;12.4;0.08157;40.05595
2085;Val_2085;Phoenix;dactylifera L.;0;12.5;0.07959;40.05439
2086;Val_2086;Phoenix;dactylifera L.;0;12.7;0.07926;40.05414
2087;Val_2087;Washingtonia;robusta H.;140;20.8;-0.38722;39.47763
2088;Val_2088;Washingtonia;robusta H.;0;21.4;-0.38714;39.47765
2089;Val_2089;Washingtonia;robusta H.;146;26.6;-0.38666;39.47740
2090;Val_2090;Washingtonia;filifera (Linden;212;24.6;-0.38625;39.47598
2091;Val_2091;Washingtonia;robusta H.;156;23.6;-0.38588;39.47613
2092;Val_2092;Syagrus;romanzoffiana (Cham.);0;12;-0.38594;39.47671
2093;Val_2093;Phoenix;canariensis Chabaud;204;17.6;-0.38597;39.47676
2094;Val_2094;Washingtonia;robusta H.;157;21.5;-0.38586;39.47683
2095;Val_2095;Washingtonia;robusta H.;152;19.9;-0.38586;39.47688
2096;Val_2096;Washingtonia;filifera (Linden;201;18.2;-0.38615;39.47683
2097;Val_2097;Sabal;domingensis Becc.;179;17.2;-0.38650;39.47685
2098;Val_2098;Sabal;domingensis Becc.;205;13.8;-0.38657;39.47683
2099;Val_2099;Washingtonia;robusta H.;134;23;-0.38596;39.47714
2100;Val_2100;Washingtonia;robusta H.;0;19.6;-0.38614;39.47742
2101;Val_2101;Washingtonia;robusta H.;182;20.9;-0.38619;39.47741
2102;Val_2102;Washingtonia;robusta H.;180;21.9;-0.38622;39.47747
2103;Val_2103;Phoenix;dactylifera L.;0;19.1;-0.38606;39.47774
2104;Val_2104;Washingtonia;robusta H.;164;18.1;-0.38620;39.47760
2105;Val_2105;Washingtonia;robusta H.;0;24.5;-0.38611;39.47809
2106;Val_2106;Phoenix;dactylifera L.;0;13.4;-0.38617;39.47687
2107;Val_2107;Washingtonia;robusta H.;0;25.7;-0.38681;39.47678
2108;Val_2108;Araucaria;heterophylla (Salisbury);383;42.5;-0.23016;38.50758
2109;Val_2109;Araucaria;heterophylla (Salisbury);330;36.1;-0.23037;38.50748
2110;Val_2110;Phoenix;dactylifera L.;0;12.1;-0.33324;39.57072
2111;Val_2111;Phoenix;dactylifera L.;0;12.5;-0.33350;39.57077
2112;Val_2112;Phoenix;dactylifera L.;0;12.5;-0.33336;39.57085
2113;Val_2113;Phoenix;dactylifera L.;0;17.7;-0.33384;39.57096
2114;Val_2114;Phoenix;dactylifera L.;0;13.6;-0.33395;39.57099
2115;Val_2115;Phoenix;dactylifera L.;0;12.4;-0.33518;39.57119
2116;Val_2116;Juniperus;thurifera L.;417;10;-1.10877;39.96294
2117;Val_2117;Olea;europaea L.;623;4.3;0.16386;40.46096
2118;Val_2118;Pinus;canariensis C.;369;32.5;-0.50808;39.87560
2119;Val_2119;Phoenix;dactylifera L.;0;13.4;-0.51698;39.11593
2120;Val_2120;Phoenix;dactylifera L.;0;14.4;-0.51684;39.11574
2121;Val_2121;Phoenix;dactylifera L.;0;14.8;-0.51688;39.11582
2122;Val_2122;Phoenix;dactylifera L.;0;19.5;-0.51684;39.11595
2123;Val_2123;Phoenix;dactylifera L.;0;19.9;-0.51686;39.11589
2124;Val_2124;Phoenix;dactylifera L.;0;20.6;-0.34533;39.57439
2125;Val_2125;Washingtonia;robusta H.;0;18.4;-0.33555;39.57223
2126;Val_2126;Olea;europaea L.;530;0;0.05152;40.26150
2127;Val_2127;Olea;europaea L.;418;6;0.05188;40.26131
2128;Val_2128;Olea;europaea L.;415;4.5;0.05155;40.26179
2129;Val_2129;Populus;nigra L.;0;39.4;-1.34184;40.06107
2130;Val_2130;Populus;nigra L.;165;36.2;-1.34288;40.06103
2131;Val_2131;Populus;nigra L.;276;39.4;-1.34299;40.06101
2132;Val_2132;Populus;nigra L.;0;34.1;-1.34149;40.06110
2133;Val_2133;Populus;nigra L.;353;35;-1.34731;40.06067
2134;Val_2134;Pinus;halepensis Mill.;521;18.3;-0.45084;38.55369
2135;Val_2135;Phoenix;canariensis Chabaud;0;12;-0.44840;39.36823
2136;Val_2136;Phoenix;canariensis Chabaud;0;13.7;-0.44832;39.36821
2137;Val_2137;Olea;europaea L.;0;5;0.10819;38.77510
2138;Val_2138;Populus;nigra L.;472;33.5;-0.52065;39.52770
2139;LaRioja_01;Morus;nigra;2.22;6.5;-2.95930;42.61085
2140;LaRioja_02;Quercus;petraea;5.52;21.5;-3.02743;42.10635
2141;LaRioja_03;Morus;nigra;5.32;6;-2.58168;42.37102
2142;LaRioja_04;Gleditschia;triacanthos;3.36;17;-2.09345;42.31939
2143;LaRioja_05;Crataegus;monogyna;1.4;6.5;-2.39716;42.22263
2144;LaRioja_06;Cupressus;sempervirens;5;24;-2.20028;42.33841
2145;LaRioja_07;Quercus;robur;4.6;37;-2.68455;42.50006
2146;LaRioja_08;Platanus;orientalis;4.3;43;-2.68472;42.49938
2147;LaRioja_09;Quercus;ilex;4.45;12;-2.88246;42.13979
2148;LaRioja_10;Quercus;faginea;3.37;16.5;-2.81350;42.29683
2149;LaRioja_11;Quercus;faginea;6.9;15;-2.63773;42.19923
2150;LaRioja_12;Quercus;faginea;5.2;20;-2.93795;42.14634
2151;LaRioja_13;Fagus;sylvatica;4.15;28;-2.72628;42.17389
2152;LaRioja_14;Sorbus;aria;2.37;11.5;-2.92685;42.24808
2153;LaRioja_15;Fagus;sylvatica;3.78;26.5;-2.92584;42.26405
2154;LaRioja_16;Fagus;sylvatica;2.6;26;-2.69943;42.26277
2155;LaRioja_17;Taxus;baccata;7.04;11.25;-2.73062;42.24347
2156;LaRioja_18;Pinus;sylvestris;5.9;17.5;-2.70873;42.04069
2157;LaRioja_19;Populus;alba;5.05;23;-2.50494;42.44729
2158;LaRioja_20;Prunus;avium;1.91;19.5;-2.97619;42.34912
2159;LaRioja_21;Tilia;platyphyllos;4.33;15;-3.07862;42.32533
2160;LaRioja_22;Fraxinus;excelsior;3.8;12.5;-2.35595;42.17673
2161;LaRioja_23;Tamarix;gallica;1.7;7;-2.15569;42.37287
2162;LaRioja_24;Taxus;baccata;6.5;9;-2.87441;42.02950
2163;LaRioja_25;Fraxinus;angustifolia;4.05;19;-1.72142;42.20074
2164;LaRioja_26;Abies;pinsapo;2.8;23;-3.02305;42.43723
2165;LaRioja_27;Cedrus;atlantica;3.74;27;-3.01416;42.32605
2166;LaRioja_28;Pinus;pinea;3.25;18;-2.13753;42.21353
2167;LaRioja_29;Sequoia;sempervirens;4.52;32.5;-2.41743;42.46291
2168;LaRioja_30;Cupressus;sempervirens;4.5;18;-1.94809;42.28463
2169;LaRioja_31;Juglans;regia;3.3;15;-2.64938;42.16672
2170;LaRioja_32;Populus;alba;6.3;17;-2.71014;42.44032
2171;LaRioja_33;Populus;alba;4.6;23;-2.71832;42.40099
2172;LaRioja_34;Ulmus;glabra;5.2;10;-2.69738;42.19507
2173;LaRioja_35;Quercus;petraea;5.28;20;-2.68744;42.16392
2174;LaRioja_36;Quercus;ilex;5.4;11;-2.04674;42.12740
2175;LaRioja_37;Sequoiadendron;giganteum;4.65;32;-2.85171;42.58300
2176;LaRioja_38;Betula;alba;4.9;20;-2.68119;42.12574
2177;LaRioja_39;Pinus;pinaster;3.45;23;-2.71003;42.04965
2178;LaRioja_40;Aesculus;hippocastanum;1.5;14;-3.01752;42.32581
2179;LaRioja_41;Populus;nigra;3.45;38;-2.47104;42.23079
2180;LaRioja_42;Fagus;sylvatica;5.4;26.5;-3.04044;42.21583
2181;LaRioja_43;Populus;alba;6.2;29;-2.73181;42.41562
2182;LaRioja_44;Cupressus;sempervirens;3;20;-2.44380;42.47433
2183;LaRioja_45;Juniperus;oxycedrus;1.4;9;-2.28002;42.17528
2184;LaRioja_46;Juniperus;thurifera;2.65;6.25;-2.41914;42.19532
2185;LaRioja_47;Castanea;sativa;6.3;17;-2.77988;42.26314
2186;LaRioja_48;Aesculus;hippocastanum;1.8;14;-2.93235;42.51134
2187;LaRioja_49;Prunus;avium;2.1;21.6;-2.70956;42.29646
2188;LaRioja_50;Populus;alba;3.85;15;-2.86207;42.56086
2189;LaRioja_51;Populus;nigra;4.1;12.5;-2.52806;42.34231
2190;LaRioja_52;Taxus;baccata;6;12;-2.59111;42.31262
2191;LaRioja_53;Juniperus;oxycedrus;1.88;8;-2.20025;42.23366
2192;LaRioja_54;Sorbus;domestica;2.52;13;-2.30978;42.23317
2193;LaRioja_55;Fraxinus;excelsior;5.1;20.5;-3.00550;42.21588
2194;LaRioja_56;Morus;nigra;3.7;7;-2.29215;42.30098
2195;LaRioja_57;Quercus;faginea;5.7;16;-2.60576;42.19397
2196;LaRioja_58;Olea;europaea;9;7;-2.53932;42.36984
2197;LaRioja_59;Olea;europaea;8;6;-2.53980;42.37069
2198;LaRioja_60;Olea;europaea;7.5;6.5;-2.53389;42.37201
2199;LaRioja_61;Olea;europaea;6.5;6;-2.53698;42.37393
2200;LaRioja_62;Olea;europaea;14;6;-2.53745;42.37334
2201;LaRioja_63;Olea;europaea;8.5;5.5;-2.54303;42.37157
2202;LaRioja_64;Taxus;baccata;4.4;8;-2.87427;42.02933
2203;LaRioja_65;Olea;europaea;5;6;-2.53306;42.37226
2204;AS-AV-01;Fraxinus;angustifolia;182.4;18.5;-5.29523;40.18374
2205;AS-AV-03;Quercus;ilex ssp. ballota;163.3;12;-4.95986;40.70954
2206;AS-AV-06;Pinus;nigra;117.8;18;-5.05894;40.29762
2207;AS-AV-08;Pinus;nigra;143.6;31;-4.69254;40.34143
2208;AS-AV-09;Pinus;nigra;159.5;34;-4.63618;40.35420
2209;AS-AV-12;Taxus;baccata;253.7;7.5;-4.55580;40.35726
2210;AS-AV-13;Pinus;nigra;166.2;39.5;-4.55646;40.38096
2211;AS-AV-14;Quercus;pyrenaica;179.5;22;-5.29507;40.18367
2212;AS-AV-15;Juglans;regia;135.6;17.5;-5.16536;40.23530
2213;AS-AV-17;Sequoiadendron;giganteum;152.8;30;-4.89862;40.68031
2214;AS-AV-18;Alnus;glutinosa;130.5;16.5;-5.29539;40.18405
2215;AS-AV-22;Pinus;nigra;152.8;20;-5.12840;40.25564
2216;AS-AV-23;Pinus;sylvestris;151.2;21.5;-5.14486;40.24415
2217;AS-AV-25;Quercus;pyrenaica;163;23;-4.69119;40.34029
2218;AS-AV-26;Castanea;sativa;488.9;19;-4.51697;40.35347
2219;AS-BU-01;Quercus;pyrenaica x petraea;210.7;19;-3.13099;42.09763
2220;AS-BU-02;Acer;campestre;52.8;11;-3.17361;42.10853
2221;AS-BU-03;Quercus;petraea;212.9;17.5;-3.18768;42.04282
2222;AS-BU-07;Arbutus;unedo;51.9;8.5;-3.26558;43.15154
2223;AS-BU-08;Fagus;sylvatica;132.7;25;-3.32322;43.16681
2224;AS-BU-09;Ilex;aquifolium;70;9;-3.33326;43.16059
2225;AS-BU-10;Sequoiadendron;giganteum;236.8;31.5;-3.42015;41.96206
2226;AS-BU-11;Cupresus;sempervirens;82.4;23.5;-3.41987;41.96229
2227;AS-BU-12;Quercus;petraea;211;20;-3.13227;42.09992
2228;AS-BU-14;Fagus;sylvatica;175.1;11;-3.17352;42.10839
2229;AS-BU-18;Quercus;faginea;163;14.5;-3.14407;42.99346
2230;AS-BU-20;Quercus;faginea;97.7;14;-3.20234;42.94863
2231;AS-BU-21;Quercus;robur;156.6;25;-3.51187;43.07729
2232;AS-BU-22;Quercus;petraea;226.6;17;-3.25313;42.13445
2233;AS-BU-23;Quercus;robur;237.5;18;-3.86756;42.89417
2234;AS-BU-24;Taxus;baccata;148;10.5;-3.43249;42.79060
2235;AS-BU-25;Taxus;baccata;226;12;-3.14075;42.25309
2236;AS-BU-26;Castanea;sativa;240.3;14;-3.70496;43.04429
2237;AS-BU-27;Tilia;platyphyllos;222.8;18;-3.43198;42.79050
2238;AS-BU-30;Morus;nigra;0;9.5;-3.96686;41.82204
2239;AS-BU-31;Quercus;petraea;244.5;16;-3.81449;43.01091
2240;AS-BU-32;Populus;nigra;241.6;23;-3.49277;42.29259
2241;AS-SA-07;Quercus;sp.;106.6;25.8;-6.08644;40.48424
2242;AS-SA-08;Tilia;platyphyllos;98.7;26;-5.84783;40.34300
2243;AS-SA-09;Quercus;ilex;146.4;21;-6.76855;40.56077
2244;AS-SA-11;Quercus;robur;149.6;24;-6.05508;40.47599
2245;AS-SA-12;Cedrus;libani;111.1;28;-6.53110;40.60101
2246;AS-SA-16;Pseudotsuga;menziesii;96.1;39;-5.84955;40.34283
2247;AS-SA-17;Sequoiadendron;giganteum;318.3;35;-5.74668;40.38577
2248;AS-SA-18;Cedrus;atlantica;282.3;30;-5.79375;40.37956
2249;AS-SA-19;Quercus;ilex ssp. ballota;152.8;14.2;-6.00086;40.63281
2250;AS-SA-21;Pinus;pinaster;135.3;22.5;-6.70127;40.53869
2251;AS-SA-22;Castanea;sativa;210.1;17;-5.97842;40.59107
2252;AS-SG-03;Quercus;ilex ssp. ballota;122.5;14.5;-3.91895;41.20102
2253;AS-SG-07;Sequoiadendron;giganteum;436.1;42.5;-4.00577;40.89805
2254;AS-SG-08;Pseudotsuga;menziesii;133.4;36.5;-4.00650;40.89420
2255;AS-SG-12;Juniperus;thurifera;241.9;19;-3.64080;41.17884
2256;AS-SG-15;Cedrus;atlantica;151.5;31.5;-4.00086;40.89546
2257;AS-SG-18;Pinus;pinea;163;20;-4.50802;41.07510
2258;AS-SG-19;Juniperus;oxycedrus;44.6;8.5;-4.17285;41.39451
2259;AS-SG-22;Sequoiadendron;giganteum;182.4;28.5;-4.14107;40.74268
2260;AS-SG-23;Pinus;pinaster;63;10.5;-4.39795;41.37168
2261;AS-SG-26;Cedrus;atlantica;129.9;25.5;-4.12758;40.95100
2262;AS-SG-29;Cedrus;libani;190;32.5;-4.00107;40.89521
2263;AS-SG-30;Pinus;pinaster;0;18;-4.51116;41.26194
2264;AS-SO-01;Juniperus;thurifera;142.3;19;-2.92074;41.48765
2265;AS-SO-02;Quercus;ilex;136.9;11;-2.55905;41.71214
2266;AS-SO-08;Sorbus;domestica;68.4;9.5;-2.64067;41.86413
2267;AS-SO-09;Betula;verrucosa;108.5;19.5;-2.58941;41.84866
2268;AS-SO-11;Pinus;uncinata;73.8;6;-2.75033;42.00960
2269;AS-SO-13;Juniperus;thurifera;99.9;9.5;-3.14557;41.33948
2270;AS-SO-15;Acer;campestre;64.6;15;-2.23428;42.01356
2271;AS-SO-17;Ilex;aquifolium;292.8;9;-2.51660;41.96724
2272;AS-SO-19;Populus;nigra;281.4;32;-2.49924;41.75957
2273;AS-SO-20;Quercus;petraea;150.2;19;-2.57139;41.93992
2274;AS-SO-22;Juniperus;thurifera;193.9;20.5;-2.84581;41.71351
2275;AS-SO-24;Populus;nigra;115.9;38;-2.45442;41.76413
2276;AS-VA-01;Pinus;pinea;146.4;22;-4.62734;41.30569
2277;AS-VA-02;Pinus;pinea;145.8;26;-4.62194;41.35253
2278;AS-PA-14;Quercus;petraea;184.3;15.5;-4.58678;42.97237
2279;AS-SA-13;Cupresus;sempervirens;53.5;27.2;-6.53492;40.59943
2280;AS-SG-10;Abies;pinsapo;144.5;32;-4.00189;40.90027
2281;AS-SO-04;Quercus;faginea x pyrenaica;159.5;20;-2.65191;41.86774
2282;AS-LE-19;Quercus;suber;170.3;13.5;-6.81067;42.48031
2283;AS-SA-02;Fagus;sylvatica;114.6;33;-6.07935;40.45122
2284;AS-SA-10;Sequoia;sempervirens;84;27.2;-5.66684;40.96143
2285;AS-SG-09;Sequoiadendron;giganteum;368.3;37.5;-3.99896;40.89477
2286;AS-SO-06;Pinus;sylvestris;175.1;17.5;-2.82757;41.97070
2287;AS-SO-23;Juniperus;thurifera;154.1;10.5;-3.14470;41.34353
2288;AS-VA-03;Pinus;pinea;115.9;18;-4.59374;41.51300
2289;AS-VA-04;Morus;alba;149.6;9;-4.68126;41.70769
2290;AS-VA-06;Pinus;pinea;143.2;29;-4.12209;41.60126
2291;AS-VA-08;Quercus;ilex;113.3;18;-4.26223;41.63030
2292;AS-VA-09;Quercus;ilex ssp. ballota;109.2;14;-4.37457;41.58097
2293;AS-VA-11;Pinus;pinea;126.1;22.5;-4.60816;41.31858
2294;AS-VA-12;Pinus;pinea;121.9;20.5;-4.54914;41.52224
2295;AS-VA-15;Sequoiadendron;giganteum;191.9;32;-4.70677;41.69021
2296;AS-VA-17;Pinus;pinea;138.5;20;-4.81166;41.56861
2297;AS-VA-19;Sequoiadendron;giganteum;226;36;-4.73978;41.66084
2298;AS-ZA-02;Pinus;pinea;129.9;21;-5.49446;41.37304
2299;AS-ZA-03;Pinus;pinea;106.6;20;-5.61180;41.41375
2300;AS-ZA-06;Sequoiadendron;giganteum;181.8;27;-6.33812;42.13879
2301;AS-ZA-08;Castanea;sativa;239.4;13.7;-6.54702;42.05817
