tree_id;tree_code;genus;species;dbh;ht;longitude;latitude
1543;Val_1543;Phoenix;dactylifera L.;165;18.3;-0.36637;39.47656
1544;Val_1544;Phoenix;dactylifera L.;160;14.5;-0.36643;39.47661
1545;Val_1545;Phoenix;dactylifera L.;110;15.5;-0.36526;39.47527
1546;Val_1546;Phoenix;dactylifera L.;110;12.6;-0.36492;39.47486
1547;Val_1547;Phoenix;dactylifera L.;120;15.5;-0.36455;39.47436
1548;Val_1548;Phoenix;dactylifera L.;120;12.8;-0.36576;39.47590
1549;Val_1549;Phoenix;dactylifera L.;180;12.3;-0.36178;39.48215
1550;Val_1550;Phoenix;dactylifera L.;200;12;-0.36209;39.48102
1551;Val_1551;Eucalyptus;camaldulensis Dehnh.;560;34.6;-0.36304;39.47217
1552;Val_1552;Pinus;canariensis C.;180;30;-0.36472;39.47300
1553;Val_1553;Pinus;canariensis C.;240;30;-0.36475;39.47302
1554;Val_1554;Eucalyptus;camaldulensis Dehnh.;280;23;-0.36411;39.47149
1555;Val_1555;Washingtonia;robusta H.;110;21.5;-0.36435;39.47363
1556;Val_1556;Phoenix;canariensis Chabaud;240;13.6;-0.36422;39.47351
1557;Val_1557;Washingtonia;robusta H.;120;19.2;-0.36392;39.47335
1558;Val_1558;Washingtonia;robusta H.;150;18.9;-0.36403;39.47328
1559;Val_1559;Phoenix;canariensis Chabaud;230;15;-0.36362;39.47276
1560;Val_1560;Phoenix;canariensis Chabaud;200;12.1;-0.36103;39.47271
1561;Val_1561;Phoenix;dactylifera L.;130;14.2;-0.36414;39.47375
1562;Val_1562;Phoenix;dactylifera L.;120;13.7;-0.36410;39.47371
1563;Val_1563;Phoenix;dactylifera L.;120;13.3;-0.36406;39.47365
1564;Val_1564;Phoenix;dactylifera L.;140;14.4;-0.36398;39.47353
1565;Val_1565;Phoenix;dactylifera L.;130;13.3;-0.36411;39.47386
1566;Val_1566;Phoenix;dactylifera L.;160;15.9;-0.39945;39.46734
1567;Val_1567;Phoenix;dactylifera L.;110;12.7;-0.39797;39.46708
1568;Val_1568;Phoenix;canariensis Chabaud;170;13.6;-0.39274;39.46028
1569;Val_1569;Eucalyptus;camaldulensis Dehnh.;360;32.1;-0.39593;39.44894
1570;Val_1570;Eucalyptus;camaldulensis Dehnh.;360;30.4;-0.39598;39.44900
1571;Val_1571;Olea;europaea L.;400;7.9;-0.39390;39.44730
1572;Val_1572;Phoenix;dactylifera L.;190;14.6;-0.39662;39.44632
1573;Val_1573;Phoenix;dactylifera L.;140;12.9;-0.39661;39.44638
1574;Val_1574;Phoenix;dactylifera L.;120;14.3;-0.39637;39.44780
1575;Val_1575;Phoenix;dactylifera L.;130;12.2;-0.39645;39.44718
1576;Val_1576;Phoenix;dactylifera L.;140;16.8;-0.39648;39.44723
1577;Val_1577;Phoenix;dactylifera L.;160;15.9;-0.37469;39.45586
1578;Val_1578;Phoenix;dactylifera L.;170;12;-0.37452;39.45565
1579;Val_1579;Phoenix;dactylifera L.;210;13.1;-0.37432;39.45532
1580;Val_1580;Phoenix;dactylifera L.;120;14.3;-0.37384;39.45467
1581;Val_1581;Phoenix;dactylifera L.;140;12.6;-0.37243;39.44503
1582;Val_1582;Phoenix;dactylifera L.;130;12.6;-0.37225;39.44515
1583;Val_1583;Olea;europaea L.;450;6.2;-0.48702;38.45888
1584;Val_1584;Olea;europaea L.;564;4.6;-0.48693;38.45849
1585;Val_1585;Phoenix;dactylifera L.;210;12.5;-0.37535;39.45584
1586;Val_1586;Phoenix;dactylifera L.;170;12.3;-0.32850;39.46686
1587;Val_1587;Phoenix;dactylifera L.;210;13.9;-0.32821;39.46869
1588;Val_1588;Phoenix;canariensis Chabaud;210;12.1;-0.32632;39.46901
1589;Val_1589;Phoenix;dactylifera L.;190;12.6;-0.32962;39.46560
1590;Val_1590;Phoenix;canariensis Chabaud;230;12.5;-0.32890;39.47920
1591;Val_1591;Washingtonia;robusta H.;100;18;-0.32954;39.47886
1592;Val_1592;Washingtonia;robusta H.;90;19.1;-0.32954;39.47886
1593;Val_1593;Washingtonia;robusta H.;120;18;-0.32848;39.47775
1594;Val_1594;Washingtonia;filifera (Linden;230;12;-0.33281;39.44986
1595;Val_1595;Ficus;macrophylla Desf.;820;22;-0.34412;39.46714
1596;Val_1596;Olea;europaea L.;620;10.4;-0.05867;40.00854
1597;Val_1597;Olea;europaea L.;501;5.5;-0.05851;40.00815
1598;Val_1598;Olea;europaea L.;575;8.2;-0.05825;40.00833
1599;Val_1599;Olea;europaea L.;579;6.6;-0.05815;40.00842
1600;Val_1600;Olea;europaea L.;447;8.6;-0.05802;40.00851
1601;Val_1601;Olea;europaea L.;510;7.1;-0.05784;40.00836
1602;Val_1602;Olea;europaea L.;612;7.5;-0.05798;40.00827
1603;Val_1603;Olea;europaea L.;457;8.6;-0.05809;40.00818
1604;Val_1604;Ficus;macrophylla Desf.;630;22;-0.34414;39.46704
1605;Val_1605;Eucalyptus;camaldulensis Dehnh.;400;33.6;-0.34420;39.46758
1606;Val_1606;Eucalyptus;camaldulensis Dehnh.;359;35.2;-0.34425;39.46751
1607;Val_1607;Ficus;macrophylla Desf.;900;22;-0.34410;39.46711
1608;Val_1608;Washingtonia;filifera (Linden;235;13.6;-0.34369;39.46840
1609;Val_1609;Washingtonia;filifera (Linden;250;13;-0.34404;39.46647
1610;Val_1610;Phoenix;canariensis Chabaud;210;15.1;-0.34384;39.46838
1611;Val_1611;Phoenix;canariensis Chabaud;280;14.3;-0.34388;39.46825
1612;Val_1612;Phoenix;canariensis Chabaud;200;12.7;-0.34438;39.46778
1613;Val_1613;Phoenix;canariensis Chabaud;210;12.8;-0.34455;39.46754
1614;Val_1614;Washingtonia;filifera (Linden;250;12;-0.34445;39.46743
1615;Val_1615;Washingtonia;filifera (Linden;210;12.6;-0.34398;39.46751
1616;Val_1616;Phoenix;canariensis Chabaud;190;14.7;-0.34970;39.46636
1617;Val_1617;Phoenix;canariensis Chabaud;175;14.1;-0.34846;39.46547
1618;Val_1618;Phoenix;canariensis Chabaud;215;12;-0.34843;39.46544
1619;Val_1619;Phoenix;canariensis Chabaud;220;12;-0.34222;39.46411
1620;Val_1620;Phoenix;dactylifera L.;180;16.3;-0.35088;39.46939
1621;Val_1621;Phoenix;dactylifera L.;160;13.6;-0.35170;39.46964
1622;Val_1622;Phoenix;dactylifera L.;240;15;-0.35378;39.47024
1623;Val_1623;Phoenix;dactylifera L.;130;13.4;-0.35822;39.46327
1624;Val_1624;Phoenix;dactylifera L.;110;12.9;-0.35768;39.46220
1625;Val_1625;Phoenix;dactylifera L.;140;13.3;-0.35784;39.46311
1626;Val_1626;Eucalyptus;camaldulensis Dehnh.;380;30.3;-0.33768;39.47576
1627;Val_1627;Phoenix;dactylifera L.;150;16.4;-0.33769;39.47519
1628;Val_1628;Phoenix;dactylifera L.;140;15.2;-0.36646;39.48847
1629;Val_1629;Phoenix;dactylifera L.;130;12.2;-0.35592;39.48103
1630;Val_1630;Phoenix;canariensis Chabaud;160;12.1;-0.36675;39.48861
1631;Val_1631;Phoenix;canariensis Chabaud;160;12.1;-0.36778;39.48866
1632;Val_1632;Washingtonia;filifera (Linden;260;13;-0.39098;39.49022
1633;Val_1633;Phoenix;dactylifera L.;140;12.1;-0.31358;39.58655
1634;Val_1634;Phoenix;dactylifera L.;180;15;-0.31363;39.58652
1635;Val_1635;Phoenix;dactylifera L.;200;14;-0.31379;39.58645
1636;Val_1636;Phoenix;canariensis Chabaud;350;17.8;-0.31382;39.58678
1637;Val_1637;Phoenix;canariensis Chabaud;220;13.2;-0.31352;39.58672
1638;Val_1638;Phoenix;canariensis Chabaud;240;14.2;-0.31362;39.58671
1639;Val_1639;Phoenix;dactylifera L.;180;12;-0.31350;39.58658
1640;Val_1640;Phoenix;dactylifera L.;140;14.5;-0.36444;39.42169
1641;Val_1641;Phoenix;dactylifera L.;150;12;-0.36345;39.42987
1642;Val_1642;Phoenix;dactylifera L.;240;12;-0.38862;39.43601
1643;Val_1643;Olea;europaea L.;400;3.5;-0.71944;38.52348
1644;Val_1644;Pinus;nigra J.;340;15.5;-1.08113;40.05499
1645;Val_1645;Juniperus;thurifera L.;387;10;-1.11119;40.04724
1646;Val_1646;Pinus;nigra J.;320;11;-1.10070;40.06702
1647;Val_1647;Pinus;nigra J.;310;14;-1.09260;40.06559
1648;Val_1648;Ceratonia;siliqua L.;604;12.2;-0.06192;38.73931
1649;Val_1649;Phoenix;dactylifera L.;120;19.2;-0.52066;38.98957
1650;Val_1650;Populus;nigra L.;209;31.7;-0.91386;38.92364
1651;Val_1651;Populus;deltoides W.;180;39.5;-0.89923;38.91849
1652;Val_1652;Populus;deltoides W.;197;35.7;-0.89923;38.91808
1653;Val_1653;Populus;deltoides W.;271;34.6;-0.89916;38.91850
1654;Val_1654;Ceratonia;siliqua L.;785;8.5;0.00160;38.83523
1655;Val_1655;Phoenix;dactylifera L.;0;14;-0.33309;39.39982
1656;Val_1656;Platanus;hispanica M�nchh.;371;29.7;-0.00793;40.34398
1657;Val_1657;Platanus;hispanica M�nchh.;379;26.3;-0.00700;40.34393
1658;Val_1658;Ulmus;minor Mill.;480;16;-0.43577;39.16850
1659;Val_1659;Jacaranda;mimosifolia D.Don;270;21.7;-0.43006;39.10344
1660;Val_1660;Jacaranda;mimosifolia D.Don;311;18.4;-0.43017;39.10344
1661;Val_1661;Phoenix;dactylifera L.;115;19.3;-0.36753;39.16288
1662;Val_1662;Phoenix;dactylifera L.;135;17.5;-0.36762;39.16288
1663;Val_1663;Olea;europaea L.;400;7;-0.06791;40.19130
1664;Val_1664;Olea;europaea L.;450;4.5;-0.06843;40.19163
1665;Val_1665;Pinus;pinea L.;384;0;-0.62552;38.58507
1666;Val_1666;Eucalyptus;globulus Labill.;620;20;-0.22294;39.98592
1667;Val_1667;Olea;europaea L.;650;4;-0.27037;39.95714
1668;Val_1668;Ceratonia;siliqua L.;712;11.3;0.10053;38.77796
1669;Val_1669;Ceratonia;siliqua L.;850;13.1;0.13514;38.76774
1670;Val_1670;Olea;europaea L.;753;9.3;0.04050;38.83719
1671;Val_1671;Ficus;macrophylla Desf.;1321;21.8;0.06254;38.83953
1672;Val_1672;Olea;europaea L.;510;6;-0.57525;39.30376
1673;Val_1673;Ceratonia;siliqua L.;740;7;0.35072;40.39445
1674;Val_1674;Phoenix;dactylifera L.;0;21.4;-0.88343;38.14312
1675;Val_1675;Olea;europaea L.;490;0;-0.42389;38.79161
1676;Val_1676;Ceratonia;siliqua L.;675;8.7;-0.10484;38.75080
1677;Val_1677;Ficus;macrophylla Desf.;690;28;-0.49490;38.34420
1678;Val_1678;Ficus;macrophylla Desf.;650;20;-0.49484;38.34416
1679;Val_1679;Ficus;macrophylla Desf.;670;20;-0.49480;38.34368
1680;Val_1680;Ficus;macrophylla Desf.;620;11;-0.50469;38.34368
1681;Val_1681;Araucaria;heterophylla (Salisbury);348;36.4;-0.70213;38.23151
1682;Val_1682;Eucalyptus;globulus Labill.;550;25;-0.67618;38.24045
1683;Val_1683;Olea;europaea L.;845;7.4;0.24372;40.56036
1684;Val_1684;Populus;x euramericana;233;30.5;-0.11826;38.65860
1685;Val_1685;Populus;x euramericana;271;31.8;-0.11788;38.65854
1686;Val_1686;Populus;nigra L.;375;30.8;-0.53521;39.54086
1687;Val_1687;Populus;nigra L.;470;31.9;-0.53477;39.54065
1688;Val_1688;Phoenix;dactylifera L.;100;15.2;-0.57261;39.54660
1689;Val_1689;Phoenix;canariensis Chabaud;196;14.2;-0.58378;39.48435
1690;Val_1690;Phoenix;canariensis Chabaud;162;12.2;-0.58371;39.48449
1691;Val_1691;Phoenix;canariensis Chabaud;195;12.2;-0.58380;39.48460
1692;Val_1692;Phoenix;dactylifera L.;130;13.9;-0.58370;39.48432
1693;Val_1693;Washingtonia;filifera (Linden;278;14;-0.58386;39.48441
1694;Val_1694;Phoenix;dactylifera L.;138;16.2;-0.56718;39.47952
1695;Val_1695;Olea;europaea L.;474;2;-0.25279;40.12380
1696;Val_1696;Olea;europaea L.;442;6.2;-0.14749;40.27238
1697;Val_1697;Olea;europaea L.;405;4;-0.14801;40.27208
1698;Val_1698;Olea;europaea L.;423;4.9;-0.14891;40.27248
1699;Val_1699;Juniperus;thurifera L.;305;9;-1.11321;40.04801
1700;Val_1700;Olea;europaea L.;1016;5.6;0.30520;40.54774
1701;Val_1701;Juniperus;thurifera L.;315;2.7;-1.13509;40.04650
1702;Val_1702;Olea;europaea L.;390;5.5;-0.33146;38.56210
1703;Val_1703;Ceratonia;siliqua L.;686;11.1;-0.69693;38.20748
1704;Val_1704;Olea;europaea L.;422;0;-0.27747;38.81690
1705;Val_1705;Olea;europaea L.;477;0;-0.27757;38.81655
1706;Val_1706;Olea;europaea L.;714;6.9;-0.30499;38.74775
1707;Val_1707;Olea;europaea L.;614;6.5;-0.30430;38.74793
1708;Val_1708;Olea;europaea L.;793;8;-0.30448;38.74784
1709;Val_1709;Olea;europaea L.;438;0;-0.28439;38.74702
1710;Val_1710;Olea;europaea L.;430;6.2;-0.28381;38.74659
1711;Val_1711;Phoenix;dactylifera L.;0;17.8;-0.04337;38.60458
1712;Val_1712;Phoenix;dactylifera L.;0;13;-0.05253;38.59550
1713;Val_1713;Phoenix;dactylifera L.;0;18.5;-0.05337;38.59487
1714;Val_1714;Phoenix;dactylifera L.;0;15.5;-0.05369;38.59465
1715;Val_1715;Olea;europaea L.;683;5;-0.55500;39.59832
1716;Val_1716;Populus;nigra L.;416;34.9;-1.36811;39.58488
1717;Val_1717;Populus;nigra L.;270;30.1;-1.36807;39.58494
1718;Val_1718;Populus;nigra L.;605;16.1;-1.36777;39.58496
1719;Val_1719;Olea;europaea L.;615;7.2;0.22052;40.49190
1720;Val_1720;Olea;europaea L.;815;3.5;0.22053;40.49205
1721;Val_1721;Olea;europaea L.;420;6.7;0.22080;40.49181
1722;Val_1722;Olea;europaea L.;585;4.9;0.22088;40.49175
1723;Val_1723;Olea;europaea L.;600;7.9;0.22076;40.49159
1724;Val_1724;Olea;europaea L.;415;8;0.22099;40.49138
1725;Val_1725;Olea;europaea L.;394;6.1;0.22027;40.49197
1726;Val_1726;Olea;europaea L.;640;6.8;0.22031;40.49180
1727;Val_1727;Olea;europaea L.;480;7.4;0.22024;40.49185
1728;Val_1728;Olea;europaea L.;728;5;0.23138;40.48522
1729;Val_1729;Olea;europaea L.;570;4.7;0.23151;40.48532
1730;Val_1730;Olea;europaea L.;422;5.4;0.23176;40.48547
1731;Val_1731;Olea;europaea L.;460;5.6;0.24229;40.49072
1732;Val_1732;Olea;europaea L.;480;5.7;0.24145;40.49045
1733;Val_1733;Olea;europaea L.;410;4.6;0.24120;40.49055
1734;Val_1734;Olea;europaea L.;695;6.2;0.25256;40.50087
1735;Val_1735;Olea;europaea L.;430;5.7;0.25204;40.50038
1736;Val_1736;Olea;europaea L.;470;4.8;0.25204;40.50031
1737;Val_1737;Olea;europaea L.;712;5.8;0.25165;40.50126
1738;Val_1738;Olea;europaea L.;473;5.4;0.25154;40.50124
1739;Val_1739;Olea;europaea L.;520;10.5;0.25149;40.50112
1740;Val_1740;Olea;europaea L.;684;7.1;0.25215;40.50164
1741;Val_1741;Olea;europaea L.;494;4.5;0.25854;40.50010
1742;Val_1742;Olea;europaea L.;395;6.4;0.25854;40.49980
1743;Val_1743;Olea;europaea L.;466;5.6;0.25873;40.49991
1744;Val_1744;Olea;europaea L.;900;5.8;0.25879;40.50015
1745;Val_1745;Olea;europaea L.;670;5.2;0.25928;40.50014
1746;Val_1746;Olea;europaea L.;721;6.1;0.25932;40.50015
1747;Val_1747;Olea;europaea L.;520;7.3;0.25903;40.49994
1748;Val_1748;Olea;europaea L.;412;4.9;0.25862;40.49886
1749;Val_1749;Olea;europaea L.;580;5.7;0.26133;40.49715
1750;Val_1750;Olea;europaea L.;850;5.2;0.26129;40.49724
1751;Val_1751;Olea;europaea L.;525;4.6;0.26121;40.49754
1752;Val_1752;Olea;europaea L.;388;4.7;0.26133;40.49767
1753;Val_1753;Olea;europaea L.;1004;8.5;0.23283;40.49902
1754;Val_1754;Olea;europaea L.;470;8;0.23192;40.49847
1755;Val_1755;Olea;europaea L.;400;6.6;0.23166;40.49848
1756;Val_1756;Olea;europaea L.;525;6.4;0.23225;40.49846
1757;Val_1757;Olea;europaea L.;484;7.2;0.23249;40.49843
1758;Val_1758;Olea;europaea L.;505;5;0.23263;40.49840
1759;Val_1759;Olea;europaea L.;490;5.9;0.23279;40.49823
1760;Val_1760;Olea;europaea L.;400;5.3;0.23283;40.49814
1761;Val_1761;Olea;europaea L.;400;6.9;0.23252;40.49826
1762;Val_1762;Olea;europaea L.;420;7;0.23231;40.49833
1763;Val_1763;Olea;europaea L.;440;0;0.23225;40.49820
1764;Val_1764;Olea;europaea L.;389;7;0.22873;40.49821
1765;Val_1765;Olea;europaea L.;478;6.2;0.23211;40.49831
1766;Val_1766;Olea;europaea L.;390;6;0.23204;40.49827
1767;Val_1767;Olea;europaea L.;460;7.2;0.23184;40.49833
1768;Val_1768;Olea;europaea L.;445;7;0.23308;40.49835
1769;Val_1769;Olea;europaea L.;400;6.2;0.23337;40.49819
1770;Val_1770;Olea;europaea L.;575;6.2;0.23334;40.49809
1771;Val_1771;Olea;europaea L.;669;5.3;0.23494;40.49820
1772;Val_1772;Olea;europaea L.;750;3;0.23302;40.51518
1773;Val_1773;Olea;europaea L.;690;3.5;0.25459;40.50410
1774;Val_1774;Olea;europaea L.;675;4.5;0.25082;40.50252
1775;Val_1775;Olea;europaea L.;680;3.5;0.25119;40.50285
1776;Val_1776;Olea;europaea L.;756;4.5;0.25239;40.49969
1777;Val_1777;Olea;europaea L.;556;4;0.23158;40.51620
1778;Val_1778;Olea;europaea L.;700;0;0.23781;40.49535
1779;Val_1779;Olea;europaea L.;610;0;0.25274;40.50023
1780;Val_1780;Washingtonia;filifera (Linden;266;12.5;0.11047;38.83132
1781;Val_1781;Phoenix;dactylifera L.;134;19.4;0.11035;38.83098
1782;Val_1782;Araucaria;heterophylla (Salisbury);300;32.2;-0.30908;39.20592
1783;Val_1783;Phoenix;dactylifera L.;138;16.8;-0.30916;39.20563
1784;Val_1784;Washingtonia;robusta H.;153;20.6;-0.30835;39.20552
1785;Val_1785;Washingtonia;robusta H.;172;18.5;-0.30837;39.20548
1786;Val_1786;Washingtonia;robusta H.;198;25.1;-0.30837;39.20547
1787;Val_1787;Washingtonia;robusta H.;128;19.7;-0.30838;39.20547
1788;Val_1788;Washingtonia;robusta H.;151;19.3;-0.30841;39.20544
1789;Val_1789;Washingtonia;robusta H.;139;19.1;-0.30842;39.20541
1790;Val_1790;Washingtonia;robusta H.;153;19;-0.30836;39.20546
1791;Val_1791;Washingtonia;robusta H.;146;19.9;-0.30838;39.20542
1792;Val_1792;Washingtonia;robusta H.;154;18.2;-0.30837;39.20541
1793;Val_1793;Washingtonia;robusta H.;154;18.2;-0.30835;39.20538
1794;Val_1794;Washingtonia;robusta H.;149;18.8;-0.30826;39.20544
1795;Val_1795;Washingtonia;robusta H.;148;19.9;-0.30830;39.20542
1796;Val_1796;Washingtonia;robusta H.;126;18.1;-0.30830;39.20540
1797;Val_1797;Washingtonia;robusta H.;147;19;-0.30830;39.20539
1798;Val_1798;Washingtonia;robusta H.;143;18.1;-0.30819;39.20544
1799;Val_1799;Washingtonia;robusta H.;145;20.5;-0.30823;39.20542
1800;Val_1800;Washingtonia;robusta H.;138;18.9;-0.30819;39.20535
1801;Val_1801;Washingtonia;robusta H.;155;21.1;-0.30812;39.20536
1802;Val_1802;Washingtonia;robusta H.;153;19.9;-0.30808;39.20537
1803;Val_1803;Washingtonia;robusta H.;171;21.2;-0.30807;39.20537
1804;Val_1804;Washingtonia;robusta H.;154;19.6;-0.30812;39.20533
1805;Val_1805;Washingtonia;robusta H.;166;19.8;-0.30811;39.20533
1806;Val_1806;Washingtonia;robusta H.;155;19.8;-0.30812;39.20532
1807;Val_1807;Washingtonia;robusta H.;145;18.9;-0.30813;39.20532
1808;Val_1808;Washingtonia;robusta H.;148;20.4;-0.30800;39.20533
1809;Val_1809;Washingtonia;robusta H.;146;20.8;-0.30804;39.20531
1810;Val_1810;Washingtonia;robusta H.;140;20.6;-0.30783;39.20526
1811;Val_1811;Washingtonia;robusta H.;147;19.6;-0.30928;39.20557
1812;Val_1812;Washingtonia;robusta H.;142;19.7;-0.30927;39.20558
1813;Val_1813;Washingtonia;robusta H.;150;20.1;-0.30925;39.20556
1814;Val_1814;Washingtonia;robusta H.;137;18.6;-0.30912;39.20563
1815;Val_1815;Washingtonia;robusta H.;124;18.3;-0.30913;39.20561
1816;Val_1816;Washingtonia;robusta H.;145;20.5;-0.30891;39.20552
1817;Val_1817;Phoenix;dactylifera L.;100;12.5;-0.30912;39.20565
1818;Val_1818;Phoenix;dactylifera L.;128;13.8;-0.60319;38.82713
1819;Val_1819;Washingtonia;robusta H.;153;19.1;-0.60672;38.82218
1820;Val_1820;Eucalyptus;camaldulensis Dehnh.;438;25.2;-0.77747;38.23324
1821;Val_1821;Populus;x euramericana;272;33.4;0.33752;40.32610
1822;Val_1822;Ceratonia;siliqua L.;748;8.7;-0.63555;38.31486
1823;Val_1823;Quercus;ilex L.;394;12.8;-0.01781;38.73998
1824;Val_1824;Olea;europaea L.;390;5.4;-0.02681;38.72379
1825;Val_1825;Quercus;ilex L.;378;19.4;0.14156;40.61243
1826;Val_1826;Quercus;faginea Lam.;430;33.5;0.09296;40.60700
1827;Val_1827;Eucalyptus;camaldulensis Dehnh.;426;20.6;-0.41868;39.42956
1828;Val_1828;Quercus;ilex L.;372;16;-1.29262;39.51794
1829;Val_1829;Juniperus;thurifera L.;257;13;-0.80179;39.96365
1830;Val_1830;Olea;europaea L.;560;5.1;-0.57353;39.82153
1831;Val_1831;Olea;europaea L.;560;5.1;-0.53350;39.89505
1832;Val_1832;Phoenix;dactylifera L.;0;16.8;-0.43738;38.39187
1833;Val_1833;Olea;europaea L.;463;0;0.07402;40.27663
1834;Val_1834;Olea;europaea L.;412;0;0.08075;40.29823
1835;Val_1835;Olea;europaea L.;424;0;0.09291;40.30074
1836;Val_1836;Olea;europaea L.;430;0;0.14205;40.39130
1837;Val_1837;Olea;europaea L.;394;0;0.14396;40.39206
1838;Val_1838;Olea;europaea L.;647;5.3;0.14441;40.39373
1839;Val_1839;Olea;europaea L.;444;0;0.14639;40.39476
1840;Val_1840;Olea;europaea L.;434;8.4;0.17184;40.48098
1841;Val_1841;Olea;europaea L.;424;0;0.17165;40.48121
1842;Val_1842;Olea;europaea L.;404;0;0.17148;40.48116
1843;Val_1843;Olea;europaea L.;472;0;0.17144;40.48124
1844;Val_1844;Olea;europaea L.;390;0;0.17067;40.47999
1845;Val_1845;Olea;europaea L.;535;0;0.17037;40.48024
1846;Val_1846;Olea;europaea L.;440;0;0.17013;40.48091
1847;Val_1847;Olea;europaea L.;463;0;0.16976;40.48092
1848;Val_1848;Olea;europaea L.;397;0;0.16946;40.48105
1849;Val_1849;Olea;europaea L.;450;0;0.16674;40.48058
1850;Val_1850;Olea;europaea L.;400;0;0.16698;40.48005
1851;Val_1851;Olea;europaea L.;422;0;0.16715;40.47997
1852;Val_1852;Olea;europaea L.;430;0;0.16742;40.47988
1853;Val_1853;Olea;europaea L.;421;0;0.16745;40.47968
1854;Val_1854;Olea;europaea L.;393;0;0.16752;40.47956
1855;Val_1855;Olea;europaea L.;480;0;0.16732;40.47934
1856;Val_1856;Olea;europaea L.;425;0;0.16894;40.47903
1857;Val_1857;Olea;europaea L.;470;0;0.16904;40.47915
1858;Val_1858;Olea;europaea L.;502;0;0.16884;40.47908
1859;Val_1859;Olea;europaea L.;580;0;0.16723;40.47773
1860;Val_1860;Olea;europaea L.;517;0;0.16688;40.47742
1861;Val_1861;Olea;europaea L.;400;0;0.16688;40.47809
1862;Val_1862;Olea;europaea L.;460;0;0.16619;40.47777
1863;Val_1863;Olea;europaea L.;400;0;0.16639;40.47763
1864;Val_1864;Olea;europaea L.;400;0;0.16645;40.47779
1865;Val_1865;Olea;europaea L.;405;0;0.15159;40.45010
1866;Val_1866;Olea;europaea L.;431;0;0.15043;40.45010
1867;Val_1867;Olea;europaea L.;456;0;0.14925;40.44961
1868;Val_1868;Olea;europaea L.;414;0;0.14647;40.44760
1869;Val_1869;Olea;europaea L.;415;0;0.15163;40.45672
1870;Val_1870;Olea;europaea L.;439;0;0.15041;40.45680
1871;Val_1871;Olea;europaea L.;421;0;0.15030;40.45708
1872;Val_1872;Olea;europaea L.;427;0;0.14937;40.45687
1873;Val_1873;Olea;europaea L.;408;0;0.14930;40.45645
1874;Val_1874;Olea;europaea L.;410;0;0.17517;40.48396
1875;Val_1875;Olea;europaea L.;465;0;0.17525;40.48424
1876;Val_1876;Olea;europaea L.;408;0;0.17606;40.48196
1877;Val_1877;Olea;europaea L.;490;0;0.17606;40.48145
1878;Val_1878;Olea;europaea L.;462;0;0.17734;40.48381
1879;Val_1879;Olea;europaea L.;460;0;0.17621;40.48512
1880;Val_1880;Olea;europaea L.;417;0;0.17683;40.48487
1881;Val_1881;Olea;europaea L.;451;0;0.17713;40.48499
1882;Val_1882;Olea;europaea L.;484;0;0.17696;40.48508
1883;Val_1883;Olea;europaea L.;433;0;0.17694;40.48523
1884;Val_1884;Olea;europaea L.;392;0;0.17676;40.48445
1885;Val_1885;Olea;europaea L.;440;0;0.18065;40.48889
1886;Val_1886;Olea;europaea L.;405;0;0.17984;40.48916
1887;Val_1887;Olea;europaea L.;394;0;0.18237;40.49148
1888;Val_1888;Olea;europaea L.;463;0;0.18159;40.49219
1889;Val_1889;Olea;europaea L.;454;0;0.18192;40.49249
1890;Val_1890;Olea;europaea L.;415;0;0.18403;40.49058
1891;Val_1891;Olea;europaea L.;445;0;0.18396;40.49156
1892;Val_1892;Olea;europaea L.;490;0;0.18369;40.49183
1893;Val_1893;Olea;europaea L.;415;0;0.18375;40.49197
1894;Val_1894;Olea;europaea L.;426;0;0.18449;40.49129
1895;Val_1895;Olea;europaea L.;412;0;0.19096;40.49986
1896;Val_1896;Olea;europaea L.;424;0;0.19118;40.50047
1897;Val_1897;Olea;europaea L.;395;0;0.19138;40.50046
1898;Val_1898;Olea;europaea L.;419;0;0.19213;40.50020
1899;Val_1899;Olea;europaea L.;504;0;0.20302;40.50282
1900;Val_1900;Olea;europaea L.;395;0;0.19756;40.50195
1901;Val_1901;Olea;europaea L.;390;0;0.19582;40.50193
1902;Val_1902;Olea;europaea L.;405;0;0.19491;40.50299
1903;Val_1903;Olea;europaea L.;400;0;0.23172;40.51571
1904;Val_1904;Olea;europaea L.;450;0;0.23147;40.51633
1905;Val_1905;Olea;europaea L.;407;0;0.23291;40.51589
1906;Val_1906;Olea;europaea L.;432;0;0.23247;40.51573
1907;Val_1907;Olea;europaea L.;527;0;0.23272;40.51552
1908;Val_1908;Olea;europaea L.;507;0;0.23301;40.51580
1909;Val_1909;Olea;europaea L.;400;0;0.23321;40.51564
1910;Val_1910;Olea;europaea L.;437;0;0.23290;40.51549
1911;Val_1911;Olea;europaea L.;505;0;0.23269;40.51524
1912;Val_1912;Olea;europaea L.;433;0;0.23335;40.51553
1913;Val_1913;Olea;europaea L.;450;0;0.23344;40.51546
1914;Val_1914;Olea;europaea L.;500;0;0.23274;40.51516
1915;Val_1915;Olea;europaea L.;410;0;0.23315;40.51527
1916;Val_1916;Olea;europaea L.;549;0;0.23326;40.51521
1917;Val_1917;Olea;europaea L.;438;0;0.23350;40.51539
1918;Val_1918;Olea;europaea L.;488;0;0.23364;40.51534
1919;Val_1919;Olea;europaea L.;447;0;0.23373;40.51528
1920;Val_1920;Olea;europaea L.;490;0;0.23423;40.51483
